FT,FT,FT,1157
FT,FT,homeFT,181
FT,FT,homePT,81
FT,FT,eNE,3601
FT,FT,PT,1061
FT,homeFT,FT,181
FT,homeFT,homeFT,59
FT,homeFT,homePT,29
FT,homeFT,eNE,464
FT,homeFT,PT,123
FT,homePT,FT,81
FT,homePT,homeFT,29
FT,homePT,homePT,8
FT,homePT,eNE,157
FT,homePT,PT,38
FT,eNE,FT,3601
FT,eNE,homeFT,464
FT,eNE,homePT,157
FT,eNE,eNE,3301
FT,eNE,PT,1524
FT,PT,FT,1061
FT,PT,homeFT,123
FT,PT,homePT,38
FT,PT,eNE,1524
FT,PT,PT,267
homeFT,FT,FT,181
homeFT,FT,homeFT,59
homeFT,FT,homePT,29
homeFT,FT,eNE,464
homeFT,FT,PT,123
homeFT,homeFT,FT,59
homeFT,homeFT,homeFT,15
homeFT,homeFT,homePT,7
homeFT,homeFT,eNE,90
homeFT,homeFT,PT,34
homeFT,homePT,FT,29
homeFT,homePT,homeFT,7
homeFT,homePT,homePT,4
homeFT,homePT,eNE,33
homeFT,homePT,PT,14
homeFT,eNE,FT,464
homeFT,eNE,homeFT,90
homeFT,eNE,homePT,33
homeFT,eNE,eNE,244
homeFT,eNE,PT,103
homeFT,PT,FT,123
homeFT,PT,homeFT,34
homeFT,PT,homePT,14
homeFT,PT,eNE,103
homeFT,PT,PT,21
homePT,FT,FT,81
homePT,FT,homeFT,29
homePT,FT,homePT,8
homePT,FT,eNE,157
homePT,FT,PT,38
homePT,homeFT,FT,29
homePT,homeFT,homeFT,7
homePT,homeFT,homePT,4
homePT,homeFT,eNE,33
homePT,homeFT,PT,14
homePT,homePT,FT,8
homePT,homePT,homeFT,4
homePT,homePT,homePT,0
homePT,homePT,eNE,13
homePT,homePT,PT,6
homePT,eNE,FT,157
homePT,eNE,homeFT,33
homePT,eNE,homePT,13
homePT,eNE,eNE,83
homePT,eNE,PT,44
homePT,PT,FT,38
homePT,PT,homeFT,14
homePT,PT,homePT,6
homePT,PT,eNE,44
homePT,PT,PT,6
eNE,FT,FT,3601
eNE,FT,homeFT,464
eNE,FT,homePT,157
eNE,FT,eNE,3301
eNE,FT,PT,1524
eNE,homeFT,FT,464
eNE,homeFT,homeFT,90
eNE,homeFT,homePT,33
eNE,homeFT,eNE,244
eNE,homeFT,PT,103
eNE,homePT,FT,157
eNE,homePT,homeFT,33
eNE,homePT,homePT,13
eNE,homePT,eNE,83
eNE,homePT,PT,44
eNE,eNE,FT,3301
eNE,eNE,homeFT,244
eNE,eNE,homePT,83
eNE,eNE,eNE,1341
eNE,eNE,PT,708
eNE,PT,FT,1524
eNE,PT,homeFT,103
eNE,PT,homePT,44
eNE,PT,eNE,708
eNE,PT,PT,200
PT,FT,FT,1061
PT,FT,homeFT,123
PT,FT,homePT,38
PT,FT,eNE,1524
PT,FT,PT,267
PT,homeFT,FT,123
PT,homeFT,homeFT,34
PT,homeFT,homePT,14
PT,homeFT,eNE,103
PT,homeFT,PT,21
PT,homePT,FT,38
PT,homePT,homeFT,14
PT,homePT,homePT,6
PT,homePT,eNE,44
PT,homePT,PT,6
PT,eNE,FT,1524
PT,eNE,homeFT,103
PT,eNE,homePT,44
PT,eNE,eNE,708
PT,eNE,PT,200
PT,PT,FT,267
PT,PT,homeFT,21
PT,PT,homePT,6
PT,PT,eNE,200
PT,PT,PT,26
